"H","G","FLOW","LOGFLOW","NGATE","MODEL1","MODEL2","MODEL3","MODEL4","MODEL5","MODEL6","MODEL7","MODEL8"
0.29,8,4.79,1.56653041142282,3,1.60567337062547,1.67269826651827,1.60645354442715,1.67542433859015,1.60439397534236,1.64036175540512,1.72785455797011,1.67106276069123
0.31,8,4.95,1.5993875765806,3,1.63807851533324,1.70861312716973,1.63893165081981,1.73119868509011,1.63724555786363,1.69802512388245,1.76070614048917,1.69306446230834
0.33,8,5.11,1.63119940421561,3,1.66845697477258,1.74228179760489,1.66937850876824,1.78348478775017,1.66804253396543,1.75208210514952,1.7915031165889,1.71369013166422
0.35,8,5.27,1.66203036255327,3,1.69704740242914,1.77396877924038,1.69803330909749,1.83269340672346,1.69702684500456,1.80295737139974,1.82048742762607,1.73310180422664
0.38,8,5.42,1.69009581545155,3,1.73700665493958,1.81825591323071,1.73808253171658,1.90146955987739,1.73753660643823,1.87406290486881,1.86099718905701,1.76023242063049
0.4,8,5.57,1.71739505393919,3,1.76192991735038,1.84587854860343,1.76306191000758,1.9443664111689,1.76280323058607,1.91841263010569,1.88626381320314,1.77715424547751
0.42,8,5.72,1.74396880539171,3,1.78563691607564,1.87215318997166,1.786822286139,1.98516988152218,1.78683683487879,1.96059807366148,1.91029741749424,1.79325027951452
0.46,8,6,1.79175946922805,3,1.82983983825621,1.92114361432614,1.83112473324712,2.06125005706969,1.83164872998963,2.03925500954185,1.95510931260207,1.82326216537991
0.5,8,6.26,1.83418018511201,3,1.87035471928765,1.96604655550033,1.87173083541057,2.13098253422509,1.87272177470357,2.1113492567609,1.99618235731323,1.85077002968804
0.54,8,6.52,1.87487437593856,3,1.90774986511609,2.0074918711618,1.90921017814265,2.19534545683077,1.91063210437982,2.17789208792598,2.03409268698693,1.87615972777041
0.58,8,6.76,1.91102289005487,3,1.94247156767381,2.04597418994753,1.94401005822261,2.25510696343681,1.94583215940629,2.23967765768048,2.06929274201102,1.89973427268302
0.63,8,7,1.94591014905531,3,1.98265123165942,2.09050560759983,1.98428018858352,2.32426247937708,1.98656536887052,2.31117540257843,2.11002595147251,1.92701453901293
0.67,8,7.23,1.97823903617067,3,2.01256203265201,2.1236559687326,2.01425833513054,2.37574366835792,2.01688824370866,2.36440020853569,2.1403488263086,1.94732268836706
0.71,8,7.45,2.00821403239147,3,2.04073787232381,2.15488345944977,2.04249761401096,2.42423871625707,2.04545225508499,2.41453773576493,2.168912837683,1.96645287349232
0.75,8,7.66,2.0360119837525,3,2.06736903487142,2.18439897312851,2.06918873785508,2.47007513207999,2.0724503086953,2.46192658567785,2.1959108912915,1.98453428918645
0.79,8,7.87,2.06305806242931,3,2.09261612074549,2.21238050443162,2.09449266871289,2.51352933444055,2.09804521754368,2.50685253891349,2.22150580013815,2.00167597625843
0.83,8,8.07,2.08815348228186,3,2.11661591676113,2.23897965519419,2.11854650138135,2.55483675494355,2.12237565292397,2.54955900091237,2.2458362355168,2.01797080708142
0.92,8,8.46,2.13534917361813,3,2.16663803530455,2.29441953775539,2.16868124704259,2.64093268191635,2.17308691405357,2.63857091181721,2.29654749664298,2.05193367737171
1,8,8.85,2.18041745901984,3,2.20715291633599,2.33932247892959,2.20928734920604,2.71066515907175,2.21415995876751,2.71066515903626,2.33762054135415,2.07944154167984
1.08,8,9.22,2.2213750375685,3,2.24454806216443,2.38076779459106,2.24676669193812,2.77502808167742,2.25207028844376,2.77720799020134,2.37553087102784,2.1048312397622
1.17,8,9.56,2.25758772706331,3,2.28344058079163,2.42387265955852,2.28574677887319,2.8419682181814,2.29149861986038,2.84641532295162,2.4149592024418,2.13123758967023
1.25,8,9.89,2.29152414563462,3,2.31557771827326,2.45949048582649,2.31795627460903,2.89728128212794,2.32407850288501,2.90360178569147,2.44753908546424,2.15305732589037
1.33,8,10.22,2.32434658477556,3,2.34572053411503,2.49289799072616,2.34816695839742,2.94916180512527,2.35463658898459,2.95723945071358,2.47809717156176,2.17352300336322
1.42,8,10.54,2.35517754311322,3,2.37753606937215,2.52815938287902,2.38005412780643,3.00392134110373,2.38689043914892,3.01385363804029,2.51035102172392,2.19512438548412
1.5,8,10.84,2.3832429960115,3,2.40416723191977,2.55767489655776,2.40674525165055,3.04975775692665,2.41388849275924,3.06124248795321,2.53734907533241,2.21320580117825
0.08,9,2.82,1.03673688495002,3,1.08565311142243,1.07351620268576,1.08318447786066,0.77691070044827,1.07513407550461,0.661082673258409,1.19416359304006,1.36397847293976
0.1,9,3.12,1.13783300182139,3,1.19407924442983,1.19410946299602,1.19203192022121,0.947754404596509,1.18505261962211,0.842159573826694,1.30408213715016,1.4375942571503
0.13,9,3.4,1.22377543162212,3,1.32156284172852,1.33589873655869,1.32001087809789,1.14862636577919,1.31429094091296,1.05506336400952,1.43332045843229,1.5241490823462
0.15,9,3.67,1.30019166206648,3,1.39109597864722,1.41323459137564,1.38981419859803,1.25818757895485,1.38478115361384,1.17118707487882,1.50381067112842,1.57135851664871
0.17,9,3.92,1.36609165380237,3,1.45191313202507,1.48087639142143,1.45086766802663,1.35401528645149,1.44643541325813,1.27275467052752,1.56546493076855,1.61265024508337
0.19,9,4.14,1.42069578783722,3,1.50595800778002,1.5409859571652,1.50512254492258,1.43917212556495,1.50122417953821,1.36301223410433,1.62025369704494,1.64934394429507
0.21,9,4.35,1.47017584510059,3,1.55458886592236,1.59507396687657,1.55394236706113,1.51579826458236,1.55052440797877,1.44422812569931,1.66955392548217,1.68236180317911
0.23,9,4.55,1.51512723296286,3,1.59879233075726,1.64423775971503,1.59831759245468,1.58544829690498,1.59533630308961,1.51805005575134,1.71436582058999,1.7123736890445
0.25,9,4.75,1.55814461804655,3,1.63930770916704,1.68929960449008,1.63899040069615,1.64928712552041,1.63640934780355,1.58571270260874,1.75543886530116,1.73988155335263
0.27,9,4.95,1.5993875765806,3,1.67670331407459,1.73089158782465,1.67653131299111,1.70821022352331,1.6743196774798,1.64816517641478,1.79334919497486,1.76527125143499
0.29,9,5.13,1.63510565918268,3,1.71142544289107,1.76951008875935,1.71138836092004,1.7629208079404,1.70951973250627,1.70615281549061,1.82854924999895,1.78884579634761
0.31,9,5.31,1.66959183525385,3,1.74383098541852,1.8055520457776,1.74391982104487,1.81398121899412,1.74237131502755,1.76027164311407,1.86140083251802,1.81084749796472
0.33,9,5.49,1.70292825552144,3,1.77420981779707,1.83933986370797,1.77441669587189,1.86184820555256,1.77316829112935,1.81100576649754,1.89219780861774,1.8314731673206
0.35,9,5.66,1.73342389221509,3,1.80280059644218,1.87113897999101,1.80311856915925,1.90689781114792,1.80215260216848,1.85875375342923,1.92118211965491,1.85088483988303
0.38,9,5.82,1.76130026174335,3,1.84276033950982,1.91558283834901,1.84323358303696,1.96986114234062,1.84266236360214,1.92548846231809,1.96169188108585,1.87801545628687
0.4,9,5.98,1.78842056796254,3,1.86768390788945,1.94330322536364,1.86825399644998,2.00913243814784,1.86792898774998,1.96711203025422,1.98695850523199,1.89493728113389
0.42,9,6.14,1.81482474215905,3,1.89139119765217,1.96967084806038,1.89205340517552,2.04648728135803,1.8919625920427,2.00670435391307,2.01099210952309,1.9110333151709
0.46,9,6.43,1.86097453824953,3,1.93559466248707,2.01883464089884,1.93642863056907,2.11613731368065,1.93677448715355,2.0805262839651,2.05580400463091,1.9410452010363
0.5,9,6.71,1.90359895098359,3,1.97611004089685,2.06389648567389,1.97710143881054,2.17997614229608,1.97784753186749,2.1481889308225,2.09687704934208,1.96855306534442
0.54,9,6.99,1.94448055624572,3,2.0135056458044,2.10548846900846,2.0146423511055,2.23889924029898,2.01575786154373,2.21064140462854,2.13478737901577,1.99394276342679
0.58,9,7.25,1.98100146886658,3,2.04822777462088,2.14410696994316,2.04949939903443,2.29360982471606,2.0509579165702,2.26862904370438,2.16998743403987,2.01751730833941
0.63,9,7.51,2.01623546577604,3,2.08840793186955,2.18879597644001,2.08983568355234,2.35692045571637,2.09169112603443,2.3357318549652,2.21072064350135,2.04479757466931
0.67,9,7.76,2.04898233419513,3,2.11831910006017,2.22206365086265,2.11986307699763,2.40405055827881,2.12201400087257,2.38568495647408,2.24104351833744,2.06510572402345
0.71,9,8,2.07944154167984,3,2.14649528563086,2.25340165016992,2.14814874623419,2.4484469023902,2.1505780122489,2.43274055286456,2.26960752971185,2.08423590914871
0.75,9,8.23,2.10778601468898,3,2.17312677511423,2.28302161405352,2.17488371718735,2.49040931665443,2.17757606585922,2.47721643187463,2.29660558332034,2.10231732484283
0.79,9,8.45,2.13416644136908,3,2.19837417093253,2.31110216706803,2.20022921632914,2.53019085734076,2.20317097470759,2.5193808073383,2.32220049216699,2.11945901191481
0.83,9,8.67,2.15986879079245,3,2.22237426158012,2.33779544754071,2.22432256367036,2.56800705784888,2.22750141008788,2.55946212267514,2.34653092754564,2.1357538427378
0.92,9,9.1,2.2082744135228,3,2.27239699421688,2.39343152208265,2.27453966868345,2.64682633045631,2.27821267121748,2.64300251217886,2.39724218867182,2.1697167130281
1,9,9.51,2.2523438765573,3,2.31291237262666,2.43849336685771,2.31521247692492,2.71066515907175,2.31928571593142,2.71066515903626,2.43831523338299,2.19722457733622
1.08,9,9.89,2.29152414563462,3,2.35030797753421,2.48008535019228,2.35275338921988,2.76958825707464,2.35719604560767,2.77311763284231,2.47622556305669,2.22261427541859
1.17,9,10.26,2.32825283974262,3,2.38920097362291,2.52334275568557,2.3917975110803,2.83087074804722,2.39662437702429,2.83807082254129,2.51565389447065,2.24902062532661
1.25,9,10.62,2.36273901581379,3,2.42133850563406,2.55908662716796,2.42405991928548,2.88150886321999,2.42920426004892,2.89174205960455,2.54823377749309,2.27084036154675
1.33,9,10.98,2.39607543608138,3,2.45148169152217,2.592612355344,2.454320231975,2.92900454889203,2.45976234614851,2.94208264192063,2.57879186359061,2.2913060390196
1.42,9,11.32,2.42657107277504,3,2.48329761736067,2.62799853135373,2.48625978434857,2.97913591916587,2.49201619631283,2.99521678107832,2.61104571375276,2.3129074211405
1.5,9,11.64,2.45444744230329,3,2.50992910684404,2.65761849523733,2.51299475530174,3.02109833343009,2.51901424992315,3.03969266008839,2.63804376736126,2.33098883683463
0.08,10,3.24,1.17557332980424,3,1.18505618665312,1.16159342739037,1.18093406669189,0.948622949025607,1.17410813912961,0.795321147617058,1.28564002160264,1.46933898859759
0.1,10,3.59,1.27815220250019,3,1.29351015831388,1.28237575831738,1.28996002601,1.10429618700439,1.28402668324711,0.964538322098421,1.39555856571273,1.54295477280812
0.13,10,3.92,1.36609165380237,3,1.42102648731273,1.4243873343979,1.41814887778677,1.28733125272343,1.41326500453796,1.16349786745205,1.52479688699486,1.62950959800402
0.15,10,4.24,1.44456326924387,3,1.49057747702062,1.50184443925595,1.48806668031913,1.38716372180371,1.48375521723884,1.27201599528572,1.59528709969099,1.67671903230653
0.17,10,4.53,1.51072193949494,3,1.55141024533931,1.56959229064175,1.54922028144926,1.47448218395284,1.54540947688313,1.3669313682604,1.65694135933113,1.7180107607412
0.19,10,4.79,1.56653041142282,3,1.60546899723758,1.62979609840734,1.60356413990826,1.55207732242706,1.60019824316321,1.45127746561522,1.71173012560751,1.7547044599529
0.21,10,5.04,1.61740608208328,3,1.65411234146206,1.68396890932011,1.65246402976295,1.62189926426639,1.64949847160377,1.5271740800125,1.76103035404474,1.78772231883693
0.23,10,5.28,1.66392609771817,3,1.69832715563592,1.73320978298888,1.69691203344193,1.68536455911612,1.69431036671461,1.59616100423619,1.80584224915257,1.81773420470233
0.25,10,5.5,1.70474809223843,3,1.73885293646017,1.77834227740689,1.73765154776142,1.74353466967937,1.73538341142855,1.65939205073194,1.84691529386374,1.84524206901045
0.27,10,5.72,1.74396880539171,3,1.77625814277334,1.81999947020607,1.77525402961926,1.79722555342357,1.7732937411048,1.71775416717895,1.88482562353743,1.87063176709282
0.29,10,5.93,1.78002421300963,3,1.81098918657444,1.85867851866865,1.81016824539717,1.84707798357534,1.80849379613127,1.77194387557611,1.92002567856153,1.89420631200544
0.31,10,6.14,1.81482474215905,3,1.84340304929777,1.89477698361301,1.84275305925416,1.89360436604223,1.84134537865255,1.82251816234568,1.95287726108059,1.91620801362255
0.33,10,6.34,1.84687876844913,3,1.87378968150982,1.92861777534604,1.87329995095977,1.93722089160863,1.87214235475435,1.86992942784557,1.98367423718031,1.93683368297843
0.35,10,6.54,1.87793716546911,3,1.90238780090161,1.96046674747105,1.90204889720525,1.97827021214204,1.90112666579348,1.91455013545872,2.01265854821749,1.95624535554085
0.38,10,6.73,1.90657514365664,3,1.94235780372311,2.00498028656983,1.94222970234157,2.03564256712325,1.94163642722714,1.97691401976738,2.05316830964843,1.9833759719447
0.4,10,6.92,1.93441576962958,3,1.96728777128494,2.03274413464237,1.96729115087662,2.07142667639677,1.96690305137498,2.01581143040274,2.07843493379456,2.00029779679172
0.42,10,7.1,1.96009478404727,3,1.99100114794759,2.05915309748261,1.99112959219626,2.10546450896258,1.9909366556677,2.05281063416466,2.10246853808566,2.01639383082873
0.46,10,7.44,2.006870848845,3,2.03521596212145,2.10839397115137,2.03557759587524,2.16892980381231,2.03574855077855,2.12179755838835,2.14728043319348,2.04640571669412
0.5,10,7.77,2.05027016437956,3,2.0757417429457,2.15352646556938,2.07631711019473,2.22709991437556,2.07682159549249,2.1850286048841,2.18835347790465,2.07391358100225
0.54,10,8.09,2.0906287310704,3,2.11314694925886,2.19518365836857,2.11391959205257,2.28079079811976,2.11473192516873,2.24339072133111,2.22626380757834,2.09930327908462
0.58,10,8.39,2.12704052047911,3,2.14787799305997,2.23386270683114,2.14883380783047,2.33064322827153,2.14993198019521,2.29758042972827,2.26146386260244,2.12287782399723
0.63,10,8.69,2.1621729392773,3,2.18806846665433,2.27862177842117,2.18923624650538,2.3883320437619,2.19066518965943,2.36028830735196,2.30219707206392,2.15015809032714
0.67,10,8.97,2.1938856760707,3,2.21798731460461,2.31194161114606,2.21931288684896,2.43127711866966,2.22098806449757,2.40696970441246,2.33251994690002,2.17046623968127
0.71,10,9.25,2.22462355152433,3,2.24617073447428,2.34332874333888,2.24764494644163,2.47173118560001,2.2495520758739,2.45094336996419,2.36108395827442,2.18959642480653
0.75,10,9.52,2.25339484880327,3,2.27280906165244,2.37299514650795,2.27442376450385,2.50996744917488,2.27655012948422,2.4925062780714,2.38808201188292,2.20767784050066
0.79,10,9.78,2.28033948404673,3,2.29806293979636,2.40111972526207,2.29981083192962,2.54621649494043,2.30214503833259,2.53190907576311,2.41367692072956,2.22481952757264
0.83,10,10.03,2.30558060197384,3,2.32206919252118,2.42785485645667,2.32394369394359,2.58067471750417,2.32647547371288,2.56936524443792,2.43800735610821,2.24111435839563
0.92,10,10.52,2.35327820730956,3,2.37210476860697,2.48357815931387,2.37424315830854,2.6524950485085,2.37718673484248,2.64743411254051,2.4887186172344,2.27507722868592
1,10,10.99,2.39698576841553,3,2.41263054943123,2.52871065373188,2.41498267262803,2.71066515907175,2.41825977955642,2.71066515903626,2.52979166194557,2.30258509299405
1.08,10,11.44,2.43711598595165,3,2.45003575574439,2.57036784653106,2.45258515448588,2.76435604281595,2.45617010923267,2.76902727548327,2.56770199161926,2.32797479107641
1.17,10,11.88,2.4748563139345,3,2.48893873769726,2.61369307260002,2.49169331127163,2.82019681171446,2.49559844064929,2.82972632213097,2.60713032303322,2.35438114098444
1.25,10,12.3,2.50959926237837,3,2.52108452109199,2.64949298465889,2.52400863194615,2.86633839705053,2.52817832367393,2.87988233351762,2.63971020605566,2.37620087720458
1.33,10,12.69,2.5408142817263,3,2.55123544631083,2.6830712757235,2.55431857353681,2.9096165922609,2.55873640977351,2.92692583312768,2.67026829215318,2.39666655467743
1.42,10,13.08,2.57108434602905,3,2.5830595409598,2.71851293150138,2.58631050887494,2.9552964302962,2.59099025993783,2.97657992411635,2.70252214231533,2.41826793679833
1.5,10,13.45,2.59897910604785,3,2.60969786813796,2.74817933467044,2.61308932693716,2.99353269387107,2.61798831354815,3.01814283222356,2.72952019592383,2.43634935249246
0.08,11,3.67,1.30019166206648,3,1.27882437497631,1.24487407914349,1.27326403168119,1.1135217841514,1.26767350228127,0.929559621975707,1.36944534011962,1.56464916840192
0.1,11,4.07,1.4036429994545,3,1.38733269287367,1.36560929789067,1.38246850795686,1.25462650869924,1.37759204639877,1.08691707037015,1.47936388422971,1.63826495261245
0.13,11,4.43,1.48839958405704,3,1.51491292024784,1.50756548114296,1.51086725363371,1.420532433611,1.50683036768962,1.27193237089458,1.60860220551184,1.72481977780835
0.15,11,4.77,1.56234630490025,3,1.58449876192551,1.58499237319567,1.58089953819829,1.51102218787707,1.5773205803905,1.37284491569262,1.67909241820797,1.77202921211086
0.17,11,5.08,1.62531126159039,3,1.64536201351714,1.65271379895338,1.64215327102995,1.59016904516266,1.63897484003479,1.46110806599329,1.74074667784811,1.81332094054553
0.19,11,5.38,1.68268837417369,3,1.69944785423177,1.71289412370952,1.69658611105201,1.66050252561707,1.69376360631487,1.5395426971261,1.79553544412449,1.85001463975722
0.21,11,5.65,1.73165554515835,3,1.74811557361424,1.76704580405468,1.74556606862284,1.72379025572759,1.74306383475542,1.61012003432569,1.84483567256172,1.88303249864126
0.23,11,5.91,1.77664583141801,3,1.79235254381167,1.81626747090009,1.79008685058724,1.78131621885646,1.78787572986627,1.67427195272104,1.88964756766955,1.91304438450665
0.25,11,6.17,1.8196988379173,3,1.83289863208653,1.86138236100315,1.83089307098475,1.8340425418553,1.82894877458021,1.73307139885514,1.93072061238072,1.94055224881478
0.27,11,6.42,1.85941811770187,3,1.87032258213182,1.90302330505848,1.86855712240548,1.88270882168489,1.86685910425646,1.78734315794312,1.96863094205441,1.96594194689714
0.29,11,6.66,1.8961194845523,3,1.90507102964341,1.94168726642783,1.90352850603235,1.92789586549498,1.90205915928293,1.83773493566161,2.00383099707851,1.98951649180976
0.31,11,6.9,1.93152141160321,3,1.93750113493883,1.9777716508576,1.93616667362151,1.97006812623444,1.9349107418042,1.88476468157729,2.03668257959757,2.01151819342687
0.33,11,7.13,1.9643112344262,3,1.96790299387866,2.01159924270078,1.9667635822057,2.00960284591837,1.965707717906,1.9288530891936,2.06747955569729,2.03214386278275
0.35,11,7.35,1.99470031322475,3,1.99651544377526,2.04343579186217,1.9955596014093,2.04681060970582,1.99469202894513,1.97034651748822,2.09646386673447,2.05155553534518
0.38,11,7.56,2.02287119019144,3,2.03650547554726,2.08793196807482,2.03580619780424,2.0988138342253,2.0352017903788,2.02833957721666,2.1369736281654,2.07868615174902
0.4,11,7.77,2.05027016437956,3,2.06144793550467,2.11568498662127,2.06090868146131,2.13124912591569,2.06046841452664,2.06451083055126,2.16224025231154,2.09560797659604
0.42,11,7.97,2.07568449280212,3,2.08517319492974,2.14208364841998,2.08478615537506,2.16210156433582,2.08450201881936,2.09891691441625,2.18627385660264,2.11170401063305
0.46,11,8.36,2.12345842709661,3,2.12941016512717,2.19130531526539,2.12930693733947,2.21962752746469,2.12931391393021,2.1630688328116,2.23108575171046,2.14171589649845
0.5,11,8.73,2.16676536985151,3,2.16995625340203,2.23642020536845,2.17011315773698,2.27235385046352,2.17038695864414,2.2218682789457,2.27215879642163,2.16922376080657
0.54,11,9.09,2.20717490818939,3,2.20738020344732,2.27806114942378,2.20777720915771,2.32102013029312,2.20829728832039,2.27614003803368,2.31006912609532,2.19461345888894
0.58,11,9.43,2.24389609664537,3,2.2421286509589,2.31672511079312,2.24274859278458,2.36620717410321,2.24349734334686,2.32653181575217,2.34526918111942,2.21818800380156
0.63,11,9.76,2.278292400425,3,2.28233926398157,2.36146672372498,2.28321718561649,2.41849724351365,2.28423055281109,2.38484475973872,2.3860023905809,2.24546827013146
0.67,11,10.09,2.31154483436552,3,2.31227310425316,2.39477355976451,2.31334307285834,2.45742334953049,2.31455342764923,2.42825445235085,2.416325265417,2.2657764194856
0.71,11,10.4,2.34180580614733,3,2.34047064682189,2.42614844913833,2.34172152280714,2.49409156588649,2.34311743902556,2.46914618706382,2.4448892767914,2.28490660461086
0.75,11,10.7,2.37024374146786,3,2.36712232245387,2.45580328067345,2.36854418797841,2.52874952964135,2.37011549263587,2.50779612426817,2.4718873303999,2.30298802030498
0.79,11,11,2.39789527279837,3,2.39238885530481,2.4839168891954,2.39397282368816,2.56160624723957,2.39571040148425,2.54443734418792,2.49748223924654,2.32012970737696
0.83,11,11.28,2.42303124606991,3,2.41640713755211,2.51064159212372,2.41814520037488,2.59283973390944,2.42004083686454,2.57926836620069,2.52181267462519,2.33642453819995
0.92,11,11.82,2.46979301197795,3,2.46646778644266,2.56634315963068,2.46852702409169,2.65793883607291,2.47075209799414,2.65186571290216,2.57252393575138,2.37038740849025
1,11,12.35,2.51365606307399,3,2.50701387471753,2.61145804973375,2.50933324448921,2.71066515907175,2.51182514270808,2.71066515903626,2.61359698046255,2.39789527279837
1.08,11,12.85,2.55334381134123,3,2.54443782476281,2.65309899378907,2.54699729590993,2.75933143890135,2.54973547238433,2.76493691812424,2.65150731013624,2.42328497088074
1.17,11,13.38,2.59376105470008,3,2.58336030098251,2.69640732048355,2.58616948762103,2.80994640918312,2.58916380380095,2.82138182172064,2.6909356415502,2.44969132078876
1.25,11,13.8,2.62466859216316,3,2.61552219261489,2.73219326848093,2.61853772076488,2.85176988361958,2.62174368682558,2.8680226074307,2.72351552457264,2.4715110570089
1.33,11,14.27,2.65815943148875,3,2.64568822644885,2.76575846204631,2.64889729125668,2.89099793523188,2.65230177292517,2.91176902433473,2.75407361067016,2.49197673448175
1.42,11,14.7,2.68784749378469,3,2.67752826813739,2.80118629350363,2.68094160955937,2.93240287449472,2.68455562308949,2.95794306715438,2.78632746083231,2.51357811660266
1.5,11,15.12,2.71601837075139,3,2.70417994376936,2.83084112503875,2.70776427473064,2.96706083824958,2.71155367669981,2.99659300435873,2.81332551444081,2.53165953229678
0.08,12,4.05,1.39871688111845,3,1.36754204350758,1.32450112104874,1.36078000868275,1.27160720582566,1.3564408003387,1.06379809633436,1.44676717749396,1.65166054539154
0.1,12,4.5,1.50407739677627,3,1.47613121522478,1.44495304481951,1.47016300191598,1.39874536968104,1.46635934445621,1.20929581864187,1.55668572160405,1.72527632960208
0.13,12,4.93,1.5953389880546,3,1.60380650764944,1.58657613989749,1.59877164149292,1.54822990844189,1.59559766574705,1.38036687433711,1.68592404288618,1.81183115479798
0.15,12,5.32,1.67147330335355,3,1.67344420047746,1.66382135629842,1.66891840808971,1.62976297717491,1.66608787844794,1.47367383609952,1.75641425558231,1.85904058910049
0.17,12,5.68,1.73695123273306,3,1.73435280367415,1.73138387945991,1.73027227262291,1.70107587008094,1.72774213809223,1.55528476372617,1.81806851522245,1.90033231753516
0.19,12,6,1.79175946922805,3,1.78847894587816,1.79142299617535,1.78479409420803,1.76444773513497,1.7825309043723,1.62780792863698,1.87285728149883,1.93702601674685
0.21,12,6.3,1.84054963339749,3,1.83718292949448,1.8454476141839,1.83385411949498,1.82147123896598,1.83183113281286,1.69306598863888,1.92215750993606,1.97004387563089
0.23,12,6.6,1.88706964903238,3,1.8814528624001,1.89455378655227,1.87844767974482,1.87330327612599,1.87664302792371,1.7523829012059,1.96696940504389,2.00005576149628
0.25,12,6.89,1.93007108502557,3,1.92202916316171,1.93956281838249,1.91932060622035,1.92081074204819,1.91771607263765,1.80675074697835,2.00804244975506,2.02756362580441
0.27,12,7.17,1.96990565461153,3,1.95948099926562,1.98110605548547,1.95704622720396,1.96466002830728,1.95562640231389,1.85693214870729,2.04595277942875,2.05295332388677
0.29,12,7.44,2.006870848845,3,1.99425533921356,2.01967929514049,1.9920747786798,2.00537445369932,1.99082645734036,1.90352599574711,2.08115283445285,2.07652786879939
0.31,12,7.7,2.04122032885964,3,2.02670960945727,2.055679010615,2.02476630000112,2.04337249957076,2.02367803986164,1.9470112008089,2.11400441697191,2.0985295704165
0.33,12,7.95,2.07317192866624,3,2.05713412201918,2.08942722887577,2.05541322546391,2.07899406848178,2.05447501596344,1.98777675054163,2.14480139307163,2.11915523977238
0.35,12,8.2,2.10413415427021,3,2.08576789217872,2.12118907626797,2.08425631762562,2.11251900383927,2.08345932700257,2.02614289951771,2.17378570410881,2.13856691233481
0.38,12,8.44,2.13298230860787,3,2.12578772209788,2.16558084596758,2.12456870527917,2.15937494364675,2.12396908843624,2.07976513466594,2.21429546553974,2.16569752873865
0.4,12,8.67,2.15986879079245,3,2.15074876766423,2.19326874440396,2.14971222405827,2.18859978670459,2.14923571258408,2.11321023069979,2.23956208968588,2.18261935358567
0.42,12,8.89,2.18492704952581,3,2.1744917057142,2.21960546397612,2.17362873056613,2.21639844747776,2.1732693168768,2.14502319466784,2.26359569397698,2.19871538762268
0.46,12,9.33,2.23323501485925,3,2.21876163861982,2.2687116363445,2.21822229081597,2.26823048463777,2.21808121198764,2.20434010723485,2.3084075890848,2.22872727348808
0.5,12,9.73,2.27521389619791,3,2.25933793938143,2.31372066817472,2.2590952172915,2.31573795055997,2.25915425670158,2.2587079530073,2.34948063379597,2.2562351377962
0.54,12,10.13,2.31550131826059,3,2.29678977548534,2.3552639052777,2.29682083827511,2.35958723681906,2.29706458637783,2.30888935473625,2.38739096346966,2.28162483587857
0.58,12,10.51,2.35232718488886,3,2.33156411543328,2.39383714493272,2.33184938975095,2.4003016622111,2.3322646414043,2.35548320177607,2.42259101849376,2.30519938079119
0.63,12,10.89,2.38784493694487,3,2.37180469096688,2.43847377545503,2.37238413673987,2.44741605497164,2.37299785086853,2.40940121212548,2.46332422795524,2.33247964712109
0.67,12,11.24,2.41947884446554,3,2.40176083612141,2.47170245982161,2.40255927087999,2.48248925086128,2.40332072570667,2.44953920028924,2.49364710279134,2.35278779647523
0.71,12,11.59,2.45014265735166,3,2.4299793897893,2.50300373067187,2.43098411118492,2.51552804324965,2.43188473708299,2.48734900416345,2.52221111416574,2.37191798160049
0.75,12,11.93,2.47905623610982,3,2.45665092463411,2.53258897965363,2.45785062346524,2.54675555805385,2.45888279069331,2.52308597046495,2.54920916777424,2.38999939729461
0.79,12,12.26,2.50634193050807,3,2.48193628457347,2.56063662197163,2.48332082745897,2.57636011423819,2.48447769954168,2.55696561261274,2.57480407662088,2.40714108436659
0.83,12,12.58,2.53210825127229,3,2.50597246378852,2.58729861764548,2.50753271881844,2.60450210706467,2.50880813492197,2.58917148796347,2.59913451199953,2.42343591518958
0.92,12,13.18,2.57870052907436,3,2.55607041483954,2.64286948613672,2.55799690188711,2.66315769314955,2.55951939605158,2.65629731326381,2.64984577312572,2.45739878547988
1,12,13.78,2.62321826558551,3,2.59664671560115,2.68787851796694,2.59886982836265,2.71066515907175,2.60059244076552,2.71066515903626,2.69091881783689,2.484906649788
1.08,12,14.35,2.66374994220563,3,2.63409855170507,2.72942175506992,2.63659544934626,2.75451444533083,2.63850277044176,2.76084656076521,2.72882914751058,2.51029634787037
1.17,12,14.88,2.70001802940495,3,2.67305003059424,2.77262846243976,2.67583167598269,2.8001195404532,2.67793110185838,2.81303732131032,2.76825747892454,2.53670269777839
1.25,12,15.4,2.73436750941958,3,2.70523588731835,2.8083304417377,2.70825282159588,2.83780332292713,2.71051098488302,2.85616288134378,2.80083736194698,2.55852243399853
1.33,12,15.9,2.76631910922619,3,2.73542439905182,2.84181687741604,2.73866202098882,2.87314857780498,2.7410690709826,2.89661221554178,2.8313954480445,2.57898811147138
1.42,12,16.39,2.79667139275574,3,2.76728816600902,2.87716158046409,2.77075872225607,2.91045525176143,2.77332292114693,2.9393062101924,2.86364929820665,2.60058949359229
1.5,12,16.88,2.82612948916781,3,2.79395970085383,2.90674682944585,2.79762523453639,2.94168276656562,2.80032097475725,2.97504317649391,2.89064735181515,2.61867090928641
0.08,13,4.42,1.48613969608961,3,1.45169864735033,1.40137373084568,1.44398733220698,1.42287921404837,1.4409185438927,1.19803657069301,1.51853706827049,1.73170325306508
