"","LATID","GATENUM","FLOWERROR","VOLTRUTH"
"188"," 13-3",18,1.95311731937748,28.1289569977499
"189"," 13-3",19,2.04198431065463,28.4791608108468
"190"," 13-3",20,2.08208638034002,28.2525617643808
"191"," 13-3",21,2.20969345077482,28.6951125199634
"192"," 13-3",22,2.22665171607568,27.3555103278564
"193"," 13-3",23,2.24356007600792,29.8945735510367
"194"," 13-3",24,2.33141267651476,29.350904007246
"195"," 13-3",25,2.34561962202191,27.5916682019154
"196"," 13-3",26,2.44494213148063,29.0510422588474
"197"," 13-3",27,2.41298671145649,28.43058527044
"198"," 13-3",28,2.73658088122088,28.1657468627713
"199"," 13-3",29,2.6671103712749,27.9799662398275
"200"," 13-3",30,2.66905560144288,28.4635307417474
"201"," 13-3",31,2.66178959969934,29.0633471194899
"202"," 13-3",32,2.71710292947464,28.9929218531955
"203"," 13-3",33,2.8625719713357,29.2993218004858
"204"," 13-3",34,2.78592916873029,29.7413494613425
"205"," 13-3",35,2.93956740476968,28.3832792994883
"206"," 13-3",36,2.9829024853215,28.3392409646585
"207"," 13-3",37,2.92694480367328,29.7680241155863
"208"," 13-3",38,3.05729895175166,29.0328154737485
"209"," 13-3",39,3.06072371839394,26.9893412093551
"210"," 13-3",40,3.08439977215597,29.0306851942358
"211"," 13-3",41,3.14915480744423,28.8513572028762
"212"," 13-3",42,3.33729594732652,27.7744258869793
"213"," 13-3",43,3.21957089079323,27.6926569550852
"214"," 13-3",44,3.35905928629451,29.5966229239714
"215"," 13-3",45,3.4913193253805,29.1784300179945
"216"," 13-3a",1,1.29059236125755,28.2270805360503
"217"," 13-3a",2,1.28683848719512,27.5488604710569
"218"," 13-3a",3,1.30774045622154,28.6353561054094
"219"," 13-3a",4,1.33497868200692,28.500754534538
"220"," 13-3c",16,1.99352000830894,27.037361550826
"221"," 13-3c",17,1.98369450784345,28.6942755376411
"222"," 13-3c",18,2.11594265395826,28.2669490028036
"223"," 13-3c",19,2.08556503435803,28.2727866856087
"224"," 13-3c",20,2.01346492115538,28.1902340303903
"225"," 13-3e",21,2.31147396108034,28.3505740310587
"226"," 13-3e",22,2.17815683956499,28.2501650110624
"227"," 13-3e",23,2.37668646529434,29.342514645054
"228"," 13-3e",24,2.36537160675774,27.0777571033203
"229"," 13-3e",25,2.35932665255133,28.092232405974
"230"," 13-3e",26,2.30062363767216,29.075214778519
"231"," 13-3i",34,2.80166850596411,28.115251023917
"232"," 13-3i",35,2.78686472060324,27.9943277639922
"233"," 13-3j",38,2.96968081586251,28.8527277514992
"234"," 13-3j",39,3.05606338319062,27.6176047710796
"235"," 13-3j",40,3.04480635433689,28.8421481230475
"236"," 14-1",1,1.29378845939167,26.7195552220845
"237"," 14-1",2,1.25632692612746,29.3072709897506
"238"," 14-1",3,1.35205402490268,28.4270399978567
"239"," 14-1",4,1.33949614729594,28.2128913141146
"240"," 14-1",5,1.39274631853488,27.4774742909749
"241"," 14-1",6,1.40362667062443,28.8354868540954
"242"," 15-1",1,1.35872982117109,29.3917623271992
"243"," 15-1",2,1.31341453213017,28.9764687366135
"244"," 15-1",3,1.37702441497567,28.0310954244144
"245"," 15-1",4,1.36899685376123,28.0307273811147
"246"," 15-1",5,1.4238992963781,28.077701650587
"247"," 15-1",6,1.45031782284683,28.7692485226131
"248"," 15-1",7,1.40845302266497,28.859354820294
"249"," 15-1",8,1.50342941394208,29.4071853895357
"250"," 15-1",9,1.45402537296929,27.9125420315431
"251"," 15-1",10,1.56157784552138,27.8573451083663
"252"," 15-1",11,1.65138050313443,28.1542260278108
"253"," 15-1",12,1.72341994637955,28.7523119494831
"254"," 15-1",13,1.73581905062382,28.9695002355892
"255"," 15-1",14,1.75652706965865,28.1845668743869
"256"," 15-1",15,1.96715033098137,29.6907296163064
"257"," 15-1",16,1.96282154101139,27.9055744464428
"258"," 15-1",17,1.93538280895932,28.4211562705685
"259"," 15-1",18,2.03352134495711,28.5308416833098
"260"," 15-1",19,2.00336874945585,28.518194827732
"261"," 15-1",20,2.11373892270313,27.4472085949279
"262"," 15-1",21,2.00538030569438,28.1230044772128
"263"," 15-1",22,2.17844671108168,28.0463187316628
"264"," 15-1",23,2.27396628979796,28.3242043943648
"265"," 15-1",24,2.44879370304478,29.8179556924875
"266"," 15-1",25,2.43398227516497,27.1570624716709
"267"," 15-1",26,2.38852845202167,28.3652076265347
"268"," 15-1",27,2.43052940910147,27.3000742381897
"269"," 15-1",28,2.49628055020278,28.9163723694382
"270"," 15-1",29,2.63832039316148,29.2616451948297
"271"," 15-1",30,2.47310222282856,28.8356319893156
