"","LATID","GATENUM","FLOWERROR","hsd","tsd","gsd"
"121"," 12-4",9,0.678639749257451,8.64981812970286,81.1252324847199,7.71286789847157
"122"," 12-4",10,0.57662438232027,8.47941668650975,82.6127774016431,7.61488275181729
"123"," 12-4",11,0.6016974614991,8.38119964306185,89.5336273543073,7.82411106520789
"124"," 12-4",12,0.652692055425728,8.21925209716638,86.4800898033747,7.94472454468622
"125"," 12-4",13,0.600067082926282,8.16438777788916,85.9351909873483,7.49935144810526
"126"," 12-4",14,0.763167623386418,9.10070024151723,87.356748341327,8.10973046765511
"127"," 12-4",15,0.618738976133568,8.41549197760172,86.3482258870733,7.87782854835546
"128"," 12-4",16,0.615233126129596,8.70520864454979,85.5538590783569,7.76742677700599
"129"," 12-4",17,0.723454804360939,7.98046690963388,88.886246247352,7.62519410753983
"130"," 12-4",18,0.838071888455209,8.1502124430057,85.1063329540711,7.95806366953123
"131"," 12-4",19,0.66171432490737,9.25312768308365,86.0930121323322,7.39966833069671
"132"," 12-4",20,0.890765041562631,8.33106105925123,84.9413636153738,8.08814178640115
"133"," 12-4",21,0.824350175700459,8.73341325800144,89.3904982540767,7.40212085934924
"134"," 12-4",22,0.703140886543661,8.232710303697,84.804159664265,7.1677112091307
"135"," 12-4",23,0.824390619670686,8.40831790304252,86.983437549024,8.11369772795734
"136"," 12-4",24,0.893446842789145,9.26727599849202,90.7411021151176,7.88818468331101
"137"," 12-4",25,0.830428726792212,8.71889061078041,85.7559651872694,7.61367286839626
"138"," 12-4",26,0.811725976485594,8.46048776094934,84.9417441293167,7.47868129040789
"139"," 12-4a",7,0.577245937685225,8.64733900747251,81.9695416138062,7.73772095272443
"140"," 12-4a",8,0.622608044584251,8.36590493126393,87.0081889057071,8.17016455252303
"141"," 12-4a",9,0.601788799925876,8.25220831495717,83.9376603391811,7.98979055803824
"142"," 13-1",1,0.574041084311633,5.28383292086668,54.7641980300896,4.7461031205377
"143"," 13-1",2,0.61217504997615,4.82627257534765,53.8754382435872,4.90856294325647
"144"," 13-1",3,0.792327026002861,5.42218498961616,53.7951599143867,4.73318122331156
"145"," 13-1",4,0.755463866690952,5.30710541864021,49.7618294802362,4.99240621653515
"146"," 13-1",5,0.652482382778667,5.37079745349405,54.2094962933045,4.59702906737923
"147"," 13-1",6,0.63864270491127,5.64619187814964,59.1606251743876,4.8621824320323
"148"," 13-1",7,0.553325079414097,5.27028084483352,53.8817128079739,4.34881738580243
"149"," 13-1",8,0.631121993899045,5.11174762985692,53.4216000105972,4.81807697064463
"150"," 13-2",1,0.490907316553009,6.47255185636982,60.2170455749577,5.8661377512339
"151"," 13-2",2,0.455898648097946,5.89999760712421,60.3171895122591,5.38097809297162
"152"," 13-2",3,0.629788998624148,5.85915455039863,58.3970408672078,6.0360317990021
"153"," 13-2",4,0.591195246610251,5.97233824433407,63.2177067170102,5.2290325994564
"154"," 13-2",5,0.546343624420811,6.38546683189441,64.4981259405113,5.39549171007722
"155"," 13-2",6,0.583727926601367,5.97613284089474,63.384502655315,5.66323491853763
"156"," 13-2",7,0.620453756736228,5.91090852700925,62.4383756979956,5.77950862248595
"157"," 13-2",8,0.496326664519075,6.15132461328129,57.2140819685381,5.57312791712339
"158"," 13-2",9,0.60331171289404,5.42132199119868,58.9103548724515,5.57684571492579
"159"," 13-2",10,0.604315740225889,6.49172874229708,57.8263595087461,5.1467999324314
"160"," 13-2",11,0.757109066966046,6.06406085677398,61.8639206707537,5.10558344443675
"161"," 13-2",12,0.514548646303983,6.55957389988375,57.9638075099189,5.58644355307826
"162"," 13-2",13,0.736692426274571,5.97987454775846,60.0946316780916,5.77906742971967
"163"," 13-2",14,0.623136105034712,6.4087698498638,64.0862862528281,5.59916900195126
"164"," 13-2",15,0.711865530372533,5.72660807593595,58.4846049079514,5.54159386578118
"165"," 13-2",16,0.841667572958782,6.20223111233736,60.8744767651455,5.44367901811297
"166"," 13-2",17,0.840919118377009,6.0883296100048,61.1632560950292,5.59653989336179
"167"," 13-2a",2,0.629003811988448,5.96747777828743,61.0408310663688,5.62728222727091
"168"," 13-2a",3,0.541230979726576,6.49053168844195,60.404543807699,5.75351269221363
"169"," 13-2b",6,0.661270312728615,6.43319064149147,64.4000921956071,5.47391103224425
"170"," 13-2b",7,0.547554541751487,5.70086017260202,59.2607263570865,5.53765890809993
"171"," 13-3",1,0.671322779331379,5.3161534341013,53.4609883695768,5.55389063832591
"172"," 13-3",2,0.512965031949452,5.77938878356891,58.3816529797682,5.46930812575517
"173"," 13-3",3,0.5848547205491,5.77487968872855,63.2733979198604,4.92329740711826
"174"," 13-3",4,0.635771873808292,5.6828242641661,61.1813957954385,4.93365120209503
"175"," 13-3",5,0.580047824468445,6.2513966168475,58.3589548065993,5.17336449328146
"176"," 13-3",6,0.552037897763235,5.60594487198064,60.5576443091412,5.50423155484969
"177"," 13-3",7,0.765373628705916,5.24809086157563,62.506317867667,5.80998282164441
"178"," 13-3",8,0.49996486631856,5.59675373490349,60.9751649703444,5.31850233975935
"179"," 13-3",9,0.582606107345982,5.73895848309963,62.2781325733851,5.10320360024135
"180"," 13-3",10,0.550325510927982,5.40979494509183,62.8193705450309,5.50894058594413
"181"," 13-3",11,0.617956828149289,5.93053754415269,55.7509590034925,5.33174811986547
"182"," 13-3",12,0.669232522837889,6.12823258092743,59.6644145001865,4.81575625626804
"183"," 13-3",13,0.703030715541137,5.52842994814215,60.3606879759536,5.37453551029482
"184"," 13-3",14,0.521106054564096,6.36911007432747,55.9889531471301,5.21156456919715
"185"," 13-3",15,0.925219185986732,6.20929745380202,60.0896326357701,4.77717691253382
"186"," 13-3",16,0.699096028583265,6.0476764347476,56.2554256910017,5.32105659759905
"187"," 13-3",17,0.778784996300899,5.38724510970154,63.2447318913101,5.24645970287287
"188"," 13-3",18,0.699267100517159,5.94424174726185,60.0253907158953,5.17197359796951
"189"," 13-3",19,0.639561448251771,5.96375595594042,61.0623004101427,5.22878492257471
"190"," 13-3",20,0.892607466380989,6.41267269553908,52.0263660826702,5.01497764264923
"191"," 13-3",21,0.620241111966058,6.31850197734092,58.1023381405096,5.30331884971082
"192"," 13-3",22,0.876676811949401,5.23422536636277,53.0924744012966,5.1682303473103
"193"," 13-3",23,0.800131035335966,6.23428744093669,58.3923836120574,5.33810900421752
"194"," 13-3",24,0.630554834534355,5.98758418446034,56.862755017179,5.11437822933504
"195"," 13-3",25,0.966521529358665,5.83238439796956,58.533827845323,5.52120680048643
"196"," 13-3",26,0.972136627089534,5.64792493443133,56.5749570739921,5.4218583890128
"197"," 13-3",27,0.980823735582382,6.3154998609861,55.3810207154863,5.59310333851267
"198"," 13-3",28,0.900540142009806,6.00290444241676,58.6723916449819,5.28372101578446
"199"," 13-3",29,0.943066360993602,6.51859867698712,54.0786518581481,5.06633358862255
"200"," 13-3",30,0.80419769163637,5.71451925442943,60.9082894163093,5.24838473575346
"201"," 13-3",31,1.06884465849561,5.93370470044344,59.5769514288105,5.19827926947708
"202"," 13-3",32,0.826269248951676,5.16339601428506,59.1867396781058,5.005548633541
"203"," 13-3",33,0.974506267379714,5.28010382614299,59.6267840807994,5.16047191067181
"204"," 13-3",34,1.12812361391442,6.44808913266582,59.4073487153103,5.31536194198523
"205"," 13-3",35,1.27938686274292,5.81814017493019,55.1623764192142,5.19442684402029
"206"," 13-3",36,1.0377280870458,6.13630655660687,54.5193174723913,5.4343812890592
"207"," 13-3",37,0.936306083170205,5.86171088356206,62.2434600003579,5.17646997203069
"208"," 13-3",38,1.0442106192983,5.01253614648853,56.9262400139934,4.97781456295388
"209"," 13-3",39,1.23491870083995,6.32030758530366,55.6870920179141,5.92649191609244
"210"," 13-3",40,1.44190989506799,5.50694996452598,61.3017729924087,5.87441670175989
"211"," 13-3",41,1.28962106684848,6.189065429985,58.827261720148,5.50668085818564
"212"," 13-3",42,0.927511663386247,6.87167502005735,59.6636572399983,5.725944424079
"213"," 13-3",43,1.09255385317548,6.44910304008271,56.5742443477501,5.00761729264985
"214"," 13-3",44,0.874818099824718,6.53801186046046,61.0331760796653,5.17381606560977
"215"," 13-3",45,1.27361239566973,6.90796965965347,56.4015260375834,5.44127559062324
"216"," 13-3a",1,0.671608312172088,5.69367146322339,53.7286949113709,5.54369184200934
"217"," 13-3a",2,0.561020773406978,5.69428067439032,58.783995293129,5.37350847351601
"218"," 13-3a",3,0.560996410420271,5.39414222941762,57.6539902238709,5.78999040567846
"219"," 13-3a",4,0.729433062043708,5.75753271693912,60.2396012756508,5.38535203467248
"220"," 13-3c",16,0.786843253174574,5.97617930441964,58.952421481685,4.91049887179626
"221"," 13-3c",17,0.731601098067135,5.50425180176869,55.3765927168565,5.2032433309003
"222"," 13-3c",18,0.802542660816053,5.81750149799761,59.8349906986233,5.39258629330408
"223"," 13-3c",19,0.776113278892579,5.91617189846258,62.3941065419713,5.1161932802111
"224"," 13-3c",20,0.620682880791649,5.6519088550092,61.9990900279733,4.95009282015408
"225"," 13-3e",21,0.756198203976797,6.42400034209648,60.7091010001513,4.93769692969968
"226"," 13-3e",22,0.749201739600061,6.15579638935688,61.8815071476934,4.54961030930726
"227"," 13-3e",23,0.816819875688529,6.02087954812039,58.6224814489348,5.28760403815901
"228"," 13-3e",24,0.818373203548432,5.64279323744441,58.9407343030691,5.83780075229266
"229"," 13-3e",25,0.995158627705879,6.27053658764372,58.1400120285205,5.26047247344607
"230"," 13-3e",26,1.10466464053828,6.1780800257724,61.1629443685244,5.04879311768867
"231"," 13-3i",34,1.11861534816712,5.74859087347996,58.5478130650729,5.73073008069226
"232"," 13-3i",35,1.39658797286921,5.59957808643811,56.3126467117124,5.64120673468147
"233"," 13-3j",38,1.05185129290357,6.63689916641928,59.3276847553071,5.14463004002368
"234"," 13-3j",39,1.02438505331654,6.87595001734692,55.1610143104334,5.08928232220283
"235"," 13-3j",40,1.05616325695831,6.15868163874591,58.5380987020846,5.49260526099531
"236"," 14-1",1,0.584206110790986,5.73455020654356,51.3702317443607,5.04623620098962
"237"," 14-1",2,0.639151505825034,5.32503124276157,46.0182612358373,4.56485006370456
"238"," 14-1",3,0.500406180942485,5.40324515366785,51.624488917805,5.19354359224973
"239"," 14-1",4,0.729389142113161,5.41564084356863,49.7827760938156,5.09551547756689
"240"," 14-1",5,0.663306610933396,4.73252006147609,53.5483266585925,5.09977298411736
"241"," 14-1",6,0.529850613316589,5.16384816209895,52.9847623446531,4.68453432631611
"242"," 15-1",1,0.670555046772628,4.17587768048282,53.4050251737368,4.65729476518467
"243"," 15-1",2,0.619815885261901,5.01392875445522,51.275113094001,4.7566955336744
"244"," 15-1",3,0.537644075843847,5.02706020307256,55.2989515256169,4.39598307346033
"245"," 15-1",4,0.711358407876031,4.82965253045767,48.7452883391448,4.65853934941228
"246"," 15-1",5,0.558580340918099,4.47336934553894,50.0655588957906,4.8598717714044
"247"," 15-1",6,0.610388554838875,4.41822453971359,53.2508861424447,4.19218390346868
"248"," 15-1",7,0.463310995492821,5.04341189057624,49.6340003843979,4.44479899717912
"249"," 15-1",8,0.599490481397124,4.37586723803032,50.0465088922256,4.36406421460208
"250"," 15-1",9,0.633464826544279,4.75132114568365,52.6301020278241,4.95081571297416
"251"," 15-1",10,0.585908678684414,4.66191175230059,50.7198197651355,4.63604137258118
"252"," 15-1",11,0.424265244685794,5.00792781185652,51.0024209469666,4.33032533263846
"253"," 15-1",12,0.67961547718338,4.93697271848768,48.5977947184837,4.66876311966419
"254"," 15-1",13,0.782768137298877,4.80985441765702,53.8383470657324,4.55740852966831
"255"," 15-1",14,0.526138657462769,5.08062497695269,47.747027882808,4.19918767654307
"256"," 15-1",15,0.687629003701246,5.49643696976548,47.4554430573511,4.21756114016559
"257"," 15-1",16,0.571754996760915,4.80566088883579,52.8847948524971,4.44940759454302
"258"," 15-1",17,0.764142751056207,4.66453237340101,51.4426388670366,4.29564592378017
"259"," 15-1",18,0.764276014503265,4.96043695718459,55.501488025527,4.59652251860693
"260"," 15-1",19,0.84233529418987,5.00952358913421,47.6815994296087,4.58608273683278
"261"," 15-1",20,0.860727045729973,4.8941005912482,44.3441988360363,4.52476941090462
"262"," 15-1",21,0.64691921178197,5.08681124377989,47.0343268780578,4.3571311897978
"263"," 15-1",22,0.920874608939775,4.84816479291935,51.6036150835091,4.64247462130119
"264"," 15-1",23,1.09119083705806,4.49177566133608,48.456993015458,4.72482914252657
"265"," 15-1",24,1.31463843329424,4.92165546924891,53.3882265161359,5.06905105602969
"266"," 15-1",25,0.73588336241584,4.67059004960044,50.5309263717045,4.86281613693208
"267"," 15-1",26,0.839736712011797,5.11622148653412,44.9883313068917,4.43059641426711
"268"," 15-1",27,1.04816960802445,5.94280163613391,53.6432381795642,4.57210598168402
"269"," 15-1",28,0.80957990151327,5.1831453560891,50.2158525751337,4.28217635914073
"270"," 15-1",29,1.1203308483777,5.0434101891992,49.8377905447746,4.63134181198296
"271"," 15-1",30,0.931423957918327,5.01299208020327,50.1634928438177,4.57443891185955
"272"," 15-1",31,0.930787614323332,5.211939767204,54.87545409285,4.73239807744723
"273"," 15-1",32,1.18960410516278,4.71472326185875,50.1437277566997,4.42597112552061
"274"," 15-1a",4,0.469173447258549,4.87600709332243,48.6847569121585,4.52750775963157
"275"," 15-1a",5,0.572075689226296,4.52467005055252,48.0627804201269,4.57960949066391
"276"," 15-1b",6,0.567008281513279,5.08111814189748,50.9526981599369,4.20027413026753
"277"," 15-1b",7,0.584797824381551,5.58764208603137,51.5654877195433,4.22405394957954
"278"," 15-1b",8,0.479087418824281,4.96460401724848,52.3809964356741,5.09794534302998
"279"," 15-1b",9,0.653819344316879,4.95267355001721,47.3288875963016,4.44118906441459
"280"," 15-1b",10,0.571848012893637,4.75164022023732,48.9726849736708,4.87036251116952
"281"," 15-1b",11,0.60299560901774,4.19245856355568,49.9894791388149,4.53875486884703
"282"," 15-1f",21,0.833407975489468,4.4412160647768,46.8218421618648,4.87172212228208
"283"," 15-1f",22,0.989471580235635,4.94893588398555,48.5058869689614,4.77677551460078
"284"," 15-2",1,0.488758704887076,6.90395210407322,64.0993114537391,6.42414449636865
"285"," 15-2",2,0.527935645718643,5.95244754219351,67.7697106186642,6.19791235155188
"286"," 15-2",3,0.521429809852472,6.4847857767844,73.455654570778,6.34240251961152
"287"," 16-1",1,0.621200577722469,4.28940431428236,49.3022754933555,4.87478398367933
"288"," 16-1",2,0.432028792127918,4.82405627317121,48.0464980353833,4.81452461574936
"289"," 16-1",3,0.612885765467404,5.33523945408923,45.9879013336616,4.83732452088703
"290"," 16-1",4,0.644197686858888,4.97873089407193,50.9694505118269,4.52375777977322
"291"," 16-1",5,0.473477332849545,4.92095156846769,48.3937595160783,4.90077472940192
"292"," 16-1",6,0.535490232186726,4.57401085099972,47.9341997226304,4.6525294970708
"293"," 16-1",7,0.67686533636673,5.73900347470989,51.8959714373376,3.95289129485658
"294"," 16-1",8,0.611890312534849,4.04396396788046,52.2788241803139,4.56533015062269
"295"," 16-1",9,0.672045345247357,4.98452172090618,48.4035147970178,4.35685398897161
"296"," 16-1",10,0.55313650789547,4.54101580704768,49.9649544440613,4.3246401361068
"297"," 16-1",11,0.968058835568067,5.16915312502213,49.0168621295033,4.79163287318706
"298"," 16-1",12,0.696922876815625,4.75475980499207,48.8994504286885,4.58766043015509
"299"," 16-1",13,0.64218877247285,5.31901643609083,45.8393813734412,4.33909186014049
"300"," 16-1",14,0.796674757809663,5.3914534793004,54.0084561292154,3.98223700779995
"301"," 16-1a",1,0.525405003277983,4.7574095334753,47.0543216295923,4.64389958033554
"302"," 16-1a",2,0.398910261787086,5.0681612466691,49.9084918402566,4.76861603906426
"303"," 16-1a",3,0.711145637871865,4.50644769647463,51.0947022080031,4.65029930999745
"304"," 16-1a",4,0.790011218798383,5.69442369923829,51.0562922201915,4.61687127175144
"305"," 16-1a",5,0.544152391021129,5.62375875255061,49.2047003276624,4.45859788100722
"306"," 16-1b",3,0.628768431836378,4.93245877068356,48.500454556041,4.63762926494069
"307"," 16-1b",4,0.632129546004103,5.1838501170207,50.6986210255808,4.68734651216166
"308"," 16-1b",5,0.704070071533969,4.95412883309923,46.7376371203587,4.17205309603806
"309"," 16-4",1,0.472633386684182,6.06969103061425,59.0490135766469,5.56799053824404
"310"," 16-4",2,0.677185096983246,5.40839525684203,57.3486988416836,5.46440288519505
"311"," 16-4",3,0.538959255208833,5.89376099988161,58.5640274919342,5.34613452254423
"312"," 16-4",4,0.532978711768386,6.22543342731686,61.131153842988,5.04243977400785
"313"," 16-4",5,0.646766764848086,5.9418679295725,59.8202708719466,5.86451187713697
"314"," 16-4",6,0.682011134867763,5.62055494798086,60.7270541010253,5.67233645374377
"315"," 16-4",7,0.626342808978001,5.76642761551311,57.9807069907122,5.63578337189983
"316"," 16-4",8,0.717153745640414,6.24720213879121,60.5937765322023,5.01073994923971
"317"," 16-4",9,0.597297578730426,5.42016013797986,60.6850531413437,5.38314634355372
"318"," 16-4",10,0.615949098053945,6.37784271110381,57.3920959527618,5.25020256442631
"319"," 16-4",11,0.646829372327588,6.25073733537293,63.8666904095781,5.32745093030146
"320"," 16-4",12,0.45819966205989,6.54841132479537,60.1468084662532,5.19261894061727
"321"," 16-4",13,0.605332674989582,5.95858619165135,58.6543782289524,5.38426853917297
"322"," 16-4",14,0.665462726013979,6.16077573208236,56.8826419799544,5.38251840927628
"323"," 16-4",15,0.69409068477663,5.70744426434458,63.601130767894,5.07809859453119
"324"," 16-4",16,0.646052915566561,6.26147427040378,60.6091949910957,5.31290910749563
"325"," 16-4",17,0.956701110189447,6.3396999796692,61.6306604092443,5.47546102583881
"326"," 16-4",18,0.747153748114314,5.86146625143789,55.7119619367643,5.59361996811513
"327"," 16-4",19,0.847729925678321,5.61494074615109,64.3456463386063,5.42950332019008
"328"," 16-4",20,0.71158020801751,6.12622379115225,61.7499600226894,5.53768429015602
"329"," 16-4",21,0.782466748925048,6.05765625587546,61.0287166126002,5.30437819450484
"330"," 16-4",22,0.844899521728943,6.69906136871465,62.3171686044508,5.31009957042498
"331"," 16-4",23,1.0192146053571,6.32756955856969,60.4080689321476,5.71171535463004
"332"," 16-4",24,0.989487140948202,5.84739061825851,61.4031129409975,5.69305562653861
"333"," 16-4",25,0.991416182826141,6.01109580309243,62.6576290120105,5.59429530240113
"334"," 16-4",26,1.15548562281557,6.15996552093387,57.6217138836441,5.66724924174012
"335"," 16-4",27,0.810817774741004,6.80379031876497,63.9963226560106,5.49868814175587
"336"," 16-4",28,1.14357409428381,5.97638641010334,60.6481161128165,5.81411693506855
"337"," 16-4",29,0.782905272124855,5.7596975159275,63.7633462120728,5.72550539820018
"338"," 16-4",30,0.961513864742462,5.46386335281231,60.8916202128449,5.4594938128548
"339"," 16-4",31,0.880643796970717,6.30633584147292,58.3460418229167,5.9754864803139
"340"," 16-4",32,1.15813658401961,5.67171928360096,58.2303561199364,5.36056505636983
"341"," 16-4",33,1.30303431878867,7.15864817463776,58.2544930387842,5.80171645712588
"342"," 16-4",34,0.94535501731711,6.21676539720043,59.8811302576356,5.38038261896767
"343"," 16-4",35,1.14918655459213,5.70051660493681,63.858180681332,5.85193085515117
"344"," 16-4",36,1.37154477776397,6.57172161168282,58.1082718373754,5.24074192812503
"345"," 16-4",37,1.00069534059843,6.38863886387997,58.4416059425515,5.97192453163606
"346"," 16-4",38,1.11468993542106,6.38385956749663,60.5297193334777,5.95309206258268
"347"," 16-4",39,1.09719518723638,5.9834604944455,60.7474993299475,5.61654057917019
"348"," 16-4",40,1.11053124756329,4.84505091877462,61.1960043555627,5.25980489377573
"349"," 16-4",41,1.16762906166449,5.82487534537443,61.6808548263454,5.6558573828302
"350"," 16-4",42,0.881070314239404,5.95371063871822,64.2259848808677,5.6082258884604
"351"," 16-4",43,1.18389857646765,6.55412796336938,60.9510107115993,5.3414019886352
"352"," 16-4a",2,0.554799098148406,5.6877842204384,60.667938604119,5.42995735799555
"353"," 16-4a",3,0.63944124260556,5.85895590717462,61.3818972067211,5.23653651132207
"354"," 16-4a",4,0.627999811334932,6.29413532581509,54.9354233633468,5.29019852455099
"355"," 16-4a",5,0.532106976920964,6.05701792818654,60.701322014313,5.79933061733737
"356"," 16-4a",6,0.716019176742253,5.8234691934858,59.5823266841129,5.83573385845233
"357"," 16-4a",7,0.664686508332377,6.614794404078,59.9338697770074,5.2885883382902
"358"," 16-4a",8,0.601502620652288,6.1357546260185,64.0293806508701,5.38768806117664
"359"," 16-4a",9,0.69235701260571,5.98118449139761,60.9578108102153,5.63953965335423
"360"," 16-4a",10,0.749242024710963,5.59563316903423,59.1879679525779,5.51699011065695
"361"," 16-4a",11,0.754416337511909,5.54960270469056,59.0049665551427,5.59533965984155
"362"," 16-4a",12,0.723446792171405,6.13187287825553,61.2753839092861,5.51145484063985
"363"," 16-4a",13,0.601586905224944,6.03115680749612,62.3358017797117,5.32808125009297
"364"," 16-4a",14,0.723608655708362,5.28662166683631,61.695597634665,5.63211829111209
"365"," 16-4a",15,0.785308870404159,5.38287323734398,58.8835699060054,5.69767437456312
"366"," 16-4a",16,0.591613794563434,6.21618245865006,61.5401168346511,5.4029143117737
"367"," 16-4a",17,0.779859619576073,6.05542314335091,54.4197818633792,5.10330241355715
"368"," 16-4b",10,0.64175398800852,6.16955266588882,61.7344047822189,5.34175732379792
"369"," 16-4b",11,0.630838201839166,5.68276268507846,62.2796898884109,5.56596354952722
"370"," 16-4b",12,0.621238159345734,5.54783194160732,64.0834535316383,5.62445766153119
"371"," 16-4b",13,0.733749096305105,6.15130510777669,58.4517582432424,5.66655643155268
"372"," 16-4b",14,0.712790221348043,6.46136722106264,62.1447258492195,5.6813894598074
"373"," 16-4b",15,0.602782001664269,5.56922542851998,59.0195766812068,5.37312722226614
"374"," 16-4b",16,0.614066594260179,5.91623235729241,63.0652623407118,5.2483024021023
"375"," 16-4b",17,0.753395478830277,6.07910582894337,63.2936673674829,5.33763867759732
"376"," 16-4c",14,0.654171574827614,5.97534807350466,61.3780681221718,5.02243452830546
"377"," 16-4c",15,0.703088799600296,6.11784436571373,60.9124613820305,5.5889100288467
"378"," 16-4c",16,0.742171547958832,6.15882587522702,63.5889367093392,5.72156682002641
"379"," 16-4c",17,0.607256453120221,5.70807330726528,61.2116043725865,5.33922970558184
"380"," 16-4c",18,0.712374666798918,6.04780357773891,57.7959272953997,5.87018823198194
"381"," 16-4c",19,0.898983469317801,6.01654031428437,60.1955712186399,5.66130696081539
"382"," 16-4c",20,0.849730772823204,6.22663174113532,63.8744153412537,5.29283493513504
"383"," 16-4c",21,0.982491479539961,6.29960373203215,56.7977939845404,5.19687445139494
"384"," 16-4c",22,0.82922756386615,5.82777701398777,60.8250114916406,6.20460587245729
"385"," 16-4c",23,0.778240078554058,6.52944033028955,58.411123688306,5.41673841490227
"386"," 16-4c",24,0.76242948031352,6.31388919323158,63.9911277239454,5.53901886945013
"387"," 16-4c",25,0.698465841282606,6.40164226763323,60.587467032282,5.20015708188474
"388"," 16-4d",15,0.783992447638835,5.25524662284204,59.1944720502474,6.02683361758763
"389"," 16-4d",16,0.799871251655684,5.77502153816913,60.9473483735812,5.28412423283989
"390"," 16-4d",17,0.72888532958145,6.21279894646723,60.1319799422154,5.57609454576067
"391"," 16-4d",18,0.792905079095278,6.41607173666548,61.7512262186097,5.58274798331897
"392"," 16-4d",19,0.870124721779303,6.29925771304386,58.7835000909403,5.48448085344523
"393"," 16-4d",20,0.987203459661617,5.88810516837922,59.8828087431292,5.61819008696635
"394"," 16-4d",21,0.683216086196524,5.49050395663905,61.3184011099644,5.75192218051322
"395"," 16-4d",22,0.69413747511374,6.37804498230617,57.6643506291695,5.06799686452585
"396"," 16-4d",23,0.916003959650538,5.90821393235229,58.3961739030636,5.33876136430773
"397"," 16-4d",24,0.835465364711734,6.4012003632306,57.1151753263948,5.36832920367415
"398"," 16-4d",25,1.08177522093216,6.51250912446082,61.6526854699192,5.56839425442626
"399"," 16-4d",26,1.0880172115145,6.34024475323151,63.3197145337455,5.41219748329156
"400"," 16-4d",27,0.8828790895905,6.15412767613393,58.9117275450225,5.51597364307884
"401"," 16-4d",28,0.880168565525184,6.3773730382147,59.3064739264484,5.7368025471992
"402"," 16-4d",29,0.81417749386427,6.02654872817422,59.6169901911998,5.25195862844651
"403"," 16-4d",30,0.908508724881858,6.62204730117241,62.9659698085562,5.24486796033612
"404"," 16-4d",31,1.15661418123433,5.96748069851084,58.3953441957986,5.73309875984452
"405"," 16-4f",22,1.01884877607514,5.6273415421984,57.7089167737965,5.97765710002474
"406"," 16-4f",23,0.93018506318037,6.07020193491192,58.6294506931309,4.95068617194619
"407"," 16-4f",24,0.964971511027272,6.01175135161124,60.7930178668882,5.53625151963533
"408"," 16-4f",25,0.857245481750628,6.12167796912098,58.2967097715979,5.07199908765051
"409"," 16-4f",26,0.855923823241639,6.26533517531464,62.3101462680439,5.43354501692033
"410"," 16-4f",27,0.872141897831909,6.33966150670237,61.8087975561873,5.70224876188143
"411"," 16-4f",28,0.907611624916027,6.18244723791903,66.2211184171489,5.53843434558678
"412"," 16-4f",29,1.25638629428135,6.28027764247817,60.1498293288039,5.15241697397477
"413"," 16-4f",30,0.988170242685357,6.54763197445714,66.8360170694101,4.86464620084738
"414"," 16-4f",31,0.907088526994486,6.8890449277074,63.7668956386585,5.49522544347684
"415"," 16-4f",32,1.19103052950801,7.059716494984,57.1310160397801,5.59594901568625
"416"," 16-4f-2",25,0.912533608355718,6.22261063922193,60.645283330603,5.59601998320499
"417"," 16-4f-2",26,0.885379174138539,5.85834154497835,60.2865172869843,5.54390204186246
"418"," 16-4f-2",27,0.924064151267669,6.29801859736652,60.6723040910046,5.38042959729103
"419"," 16-4f-2",28,1.0381421568677,5.17493153970235,59.9268823958194,5.7346601092985
"420"," 16-4f-2",29,0.879108921747533,6.57131901225085,58.1003261840387,5.37567903457706
"421"," 16-4f-2",30,0.875348818004045,5.41903841107643,61.0066960130527,5.28741683852598
"422"," 16-4f-3",28,0.763663972738392,5.75808127067532,59.1007216644006,5.54854145935645
"423"," 16-4f-3",29,1.0185347413274,6.17834564061934,62.8631137361338,5.70271644546291
"424"," 16-4f-3",30,1.0820570625111,6.06876229491402,55.7957472040521,5.35578688449556
"425"," 16-4h",26,0.971602637867524,6.26889653153639,57.5422605839787,5.6351248995017
"426"," 16-4h",27,0.929337177480493,6.65881639743711,63.4581346326919,5.21716413397973
"427"," 16-4h",28,0.975149053083096,6.37407020008073,65.8674947039594,5.13323940583855
"428"," 16-4h",29,0.987094055649967,6.49339810666214,60.1812155977182,5.38616686808542
"429"," 16-4h",30,0.938824114239917,6.29059653011705,57.1001279843447,5.317480444717
"430"," 16-4h",31,1.25484981029833,6.13783330406151,58.3926561678803,5.79690462231087
"431"," 16-4h",32,0.852754162596565,6.35007088428037,63.9112259945161,5.13689997474014
"432"," 16-4h",33,1.09535665967296,6.72224181823953,61.7980244068022,5.29100210241727
"433"," 16-4h",34,0.867332032267528,5.78877652071065,64.0197417145094,5.09958978026231
"434"," 16-4h",35,1.14870333734882,6.26079977458204,59.6135293027473,5.30524569732944
"435"," 16-4h",36,1.40581760923301,6.29924288742486,61.597654554059,5.68126975816512
"436"," 16-4h",37,1.36278916777464,6.23250647469844,61.2339876703803,5.24702297837404
"437"," 16-4h",38,1.08086341140368,5.69690822857046,59.6749751647381,5.46803427086656
"438"," 16-4h-1",30,1.13125690765886,6.02322559133503,65.3892030184673,5.58222223400428
"439"," 16-4h-1",31,1.11335081191576,5.85656312957444,58.0053974080749,5.71652677143166
"440"," 16-4h-1",32,0.843910369961911,6.17610567912745,61.532031591379,5.00875681891216
"441"," 16-4h-1",33,0.834910946329216,6.31469370336282,59.2345675957004,5.26138278188157
