"FLOWTRUTH","FLOWSIM","FLOWERROR","OPTFLOW","ERRORCONDITION","VOLTRUTH","VOLSIM","VOLERROR","CV_SD","NGATES"
36.861614878911,36.861614878911,0,2.21169689273466,1,19.521751365139,18.9973422869243,0.524409078214738,0.01,1
52.5421378071269,52.5421378071269,0,3.15252826842761,1,476.752022501226,476.684471665847,0.0675508353791088,0.01,1
76.3136471373709,76.3136471373709,0,4.57881882824226,1,640.921637051521,640.573085677405,0.348551374116028,0.01,1
128.352103427069,128.352103427069,0,7.70112620562413,1,1499.96595057742,1498.78966810036,1.17628247706352,0.01,1
72.5057325732451,72.5057325732451,0,4.35034395439471,1,585.77548573974,585.089460045865,0.686025693875649,0.01,1
136.717922596921,136.717922596921,0,8.20307535581526,1,1520.44101434744,1522.53023545078,-2.08922110334379,0.01,1
62.7405632766987,62.7405632766987,0,3.76443379660192,1,699.338648467116,699.904978807448,-0.566330340331888,0.01,1
16.3427276140564,16.3427276140564,0,0.980563656843381,1,13.4097819273242,13.4218895776196,-0.0121076502953379,0.01,1
110.833544406669,110.833544406669,0,6.65001266440015,1,553.569710355716,553.538356234168,0.0313541215472242,0.01,1
2.93990407005062,2.93990407005062,0,0.176394244203037,1,31.4113032143023,31.3640926736212,0.0472105406810677,0.01,1
13.42512260026,13.42512260026,0,0.805507356015602,1,3.5569057094869,3.55636758406151,0.000538125425388447,0.01,1
38.8877666843341,38.8877666843341,0,2.33326600106004,1,288.843469274598,289.57582983346,-0.732360558862126,0.01,1
57.1168210871211,57.1168210871211,0,3.42700926522726,1,353.27435943757,354.000940440955,-0.726581003385547,0.01,1
15.3668970778056,15.3668970778056,0,0.922013824668336,1,125.321396209371,125.454730534535,-0.133334325163489,0.01,1
57.5645322983801,57.5645322983801,0,3.45387193790281,1,136.218943155623,135.961076138727,0.257867016895801,0.01,1
59.8080069516797,59.8080069516797,0,3.58848041710078,1,390.882715321533,389.708767633087,1.17394768844525,0.01,1
29.4415619377934,29.4415619377934,0,1.7664937162676,1,148.540956769534,148.521114040138,0.019842729396629,0.01,1
52.5886327494549,52.5886327494549,0,3.1553179649673,1,542.465385109195,542.898409083191,-0.433023973995887,0.01,1
7.29701534476063,7.29701534476063,0,0.437820920685638,1,29.6640018009997,29.709599143701,-0.0455973427012388,0.01,1
78.998104997427,78.998104997427,0,4.73988629984562,1,38.1267376605126,38.5579742519289,-0.43123659141628,0.01,1
106.174634194294,106.174634194294,0,6.37047805165765,1,973.161958814609,971.708699490185,1.45325932442404,0.01,1
145.203807739752,145.203807739752,0,8.71222846438509,1,1331.50998640412,1329.43080952928,2.0791768748395,0.01,1
122.101552201648,122.101552201648,0,7.3260931320989,1,1312.11934100337,1313.47760635828,-1.35826535491105,0.01,1
66.9266154900355,66.9266154900355,0,4.01559692940213,1,705.274666463889,704.658651074515,0.616015389373956,0.01,1
156.742820654637,156.742820654637,0,9.40456923927822,1,1294.3444159309,1295.62415987994,-1.27974394904254,0.01,1
16.5077305712587,16.5077305712587,0,0.990463834275523,1,119.375504847709,119.508952563047,-0.133447715338022,0.01,1
66.886663676384,66.886663676384,0,4.01319982058304,1,578.982085853326,579.608280583428,-0.626194730102952,0.01,1
128.94746255008,128.94746255008,0,7.73684775300481,1,1447.81570119529,1448.27643263274,-0.460731437447294,0.01,1
32.1704164438704,32.1704164438704,0,1.93022498663222,1,364.08471274993,364.373424839932,-0.288712090001638,0.01,1
41.2372683826343,41.2372683826343,0,2.47423610295806,1,260.026346808144,259.725091974145,0.301254833998769,0.01,1
15.5309619690401,15.5309619690401,0,0.931857718142407,1,120.778526092657,120.599614464834,0.17891162782243,0.01,1
43.4683672588086,43.4683672588086,0,2.60810203552851,1,74.653609182107,74.4496490255432,0.203960156563724,0.01,1
113.650616239619,113.650616239619,0,6.81903697437717,1,552.694006016416,551.957149778744,0.736856237672896,0.01,1
41.3034144309153,41.3034144309153,0,2.47820486585492,1,176.924546475324,176.791986997248,0.132559478076303,0.01,1
113.961591188769,113.961591188769,0,6.83769547132616,1,635.761565339092,633.67252288474,2.08904245435178,0.01,1
93.6831366879172,93.6831366879172,0,5.62098820127503,1,112.496108855486,112.347021170634,0.149087684851366,0.01,1
17.1526382868273,17.1526382868273,0,1.02915829720964,1,125.210640244427,124.971855569946,0.238784674480954,0.01,1
75.0096129622757,75.0096129622757,0,4.50057677773654,1,786.207455968329,786.683152717799,-0.475696749469535,0.01,1
121.113121592993,121.113121592993,0,7.26678729557956,1,879.559081153256,879.231696636431,0.327384516824623,0.01,1
28.1666960086277,28.1666960086277,0,1.69000176051766,1,179.356775672601,179.625505802678,-0.268730130076676,0.01,1
9.90560964517802,9.90560964517802,0,0.594336578710681,1,92.6924442545792,92.6977034368318,-0.00525918225257271,0.01,1
115.605463741719,115.605463741719,0,6.93632782450313,1,899.069920292479,899.848457060783,-0.778536768304321,0.01,1
82.7812882505898,82.7812882505898,0,4.96687729503539,1,342.168985182619,342.351791781774,-0.182806599154901,0.01,1
127.1135280289,127.1135280289,0,7.62681168173398,1,1479.81191632213,1480.65193526645,-0.840018944320491,0.01,1
22.8389408272106,22.8389408272106,0,1.37033644963264,1,114.173815604022,114.143421590092,0.0303940139300494,0.01,1
107.658235007303,107.658235007303,0,6.4594941004382,1,910.959462492845,910.396783079426,0.562679413419119,0.01,1
91.2935168807858,91.2935168807858,0,5.47761101284715,1,899.488845926781,900.087850446243,-0.599004519461801,0.01,1
147.530128869457,147.530128869457,0,8.8518077321674,1,808.727347382291,811.006674310917,-2.27932692862669,0.01,1
